run,expression,n_vectors,min,median,itr/sec,mem_alloc,gc/sec,n_itr,n_gc,total_time,sd
2_10,distances_matrix,3,4.886114038527012e-5,5.617516580969095e-5,15379.788033037254,0,15.395183216253507,999,1,0.06495538156013936,1.9405951603500624e-4
2_10,Rfast,3,3.937864676117897e-6,4.848930984735489e-6,180781.751536383,2552,0,1000,0,0.005531531758606434,2.2203917103590163e-6
2_10,rcpp_serial,3,1.7030397430062294e-6,2.0441366359591484e-6,410509.5150999835,2552,0,1000,0,0.0024359971284866333,1.3805995953084744e-6
2_10,rcpp_parallel_8,3,2.5550834834575653e-6,4.3085310608148575e-6,46337.36555096175,2552,0,1000,0,0.021580855711363256,6.834033486738843e-5
2_10,fortran_serial,3,3.727152943611145e-6,6.5820058807730675e-6,137930.5046873847,0,0,1000,0,0.007250027847476304,6.00336288290651e-6
2_10,fortran_parallel_8,3,4.218076355755329e-6,5.275069270282984e-6,158941.956453458,0,0,1000,0,0.006291604950092733,3.8200206793072265e-6
2_10,c_fortran_serial,3,4.909117706120014e-6,5.98106998950243e-6,128464.24531856005,0,128.59283815671677,999,1,0.007776482845656574,3.4089665955893534e-4
2_10,c_fortran_parallel_8,3,5.98106998950243e-6,6.58759381622076e-6,126946.06311841788,0,0,1000,0,0.007877361262217164,3.4359271725482225e-6
2_10,GPUmatrix,3,3.7663616240024567e-4,4.1436811443418264e-4,2313.276173389043,23296,6.9607106521235,997,3,0.4309904763940722,4.059498989607728e-4
2_10,parallelDist_1,3,2.373510506004095e-5,2.903409767895937e-5,28955.1451170921,3552,28.98412924633844,999,1,0.034501640242524445,3.1811678242666937e-4
2_10,parallelDist_8,3,3.9204140193760395e-5,7.65990698710084e-5,12561.80257161828,3552,0,1000,0,0.07960640953388065,2.3922794342317945e-5
2_10,stats,4,7.915077731013298e-6,1.051509752869606e-5,76756.27986196095,0,0,1000,0,0.013028249959461391,5.89464683009521e-6
2_10,proxy,4,2.1206808742135763e-4,2.5223306147381663e-4,3610.115769752697,2456,14.498456906637337,996,4,0.2758914293954149,3.942054646413129e-4
2_10,proxyC,4,3.0926999170333147e-4,3.500470193102956e-4,2754.9565492406127,2976,8.289738864314781,997,3,0.3618931849487126,2.9956867410022833e-4
2_10,distances,4,2.600892912596464e-5,2.9154936783015728e-5,31130.171026803284,0,31.161332359162447,999,1,0.03209105401765555,1.509359449726809e-4
2_10,distances_matrix,4,4.745891783386469e-5,5.142693407833576e-5,18066.914691324728,0,18.084999691015742,999,1,0.05529444385319948,1.5330583882113761e-4
2_10,Rfast,4,3.8780272006988525e-6,4.567962605506182e-6,208101.45350160496,2552,0,1000,0,0.0048053484642878175,1.4562414925104596e-6
2_10,rcpp_serial,4,1.7030397430062294e-6,1.9640428945422173e-6,480871.9058890127,2552,0,1000,0,0.0020795558812096715,7.683769893681258e-7
2_10,rcpp_parallel_8,4,3.3261021599173546e-6,3.827037289738655e-6,224960.4912944079,2552,0,1000,0,0.00444522500038147,3.348322626380732e-6
2_10,fortran_serial,4,3.958120942115784e-6,6.206624675542116e-6,157546.9216821136,0,0,1000,0,0.006347315385937691,2.6751672654912257e-6
2_10,fortran_parallel_8,4,4.30806539952755e-6,5.24008646607399e-6,174144.55129581358,0,0,1000,0,0.005742355948314071,3.5574045054902302e-6
2_10,c_fortran_serial,4,5.160109139978886e-6,5.961046554148197e-6,163292.43302616317,0,0,1000,0,0.006123982486315072,1.5746834651591994e-6
2_10,c_fortran_parallel_8,4,5.5310083553195e-6,6.362097337841988e-6,149012.27945125662,0,0,1000,0,0.00671085633803159,3.0464609920536442e-6
2_10,GPUmatrix,4,3.6711792927235365e-4,4.0930300019681454e-4,2284.0656758249265,23296,9.172954521385247,996,4,0.43606451887171715,4.274775107519709e-4
2_10,parallelDist_1,4,2.3464090190827847e-5,2.5458051823079586e-5,37844.991742900085,3552,0,1000,0,0.026423575589433312,4.660586953791603e-6
2_10,parallelDist_8,4,4.3933046981692314e-5,7.44090648368001e-5,13197.94142315824,3552,13.211152575733975,999,1,0.07569362281356007,1.8348572947770616e-4
2_10,stats,5,8.044997230172157e-6,9.21695027500391e-6,97117.54834639381,0,0,1000,0,0.010296800290234387,4.014491369532511e-6
2_10,proxy,5,2.0157801918685436e-4,2.239701570942998e-4,4295.19018707553,2704,12.924343592002598,997,3,0.23212010564748198,0.008965774764200263
2_10,proxyC,5,3.1646399293094873e-4,3.4106994280591607e-4,2718.799747067577,3696,5.448496487109373,998,2,0.3670737431384623,2.2432204099321726e-4
2_10,distances,5,2.488598693162203e-5,2.677016891539097e-5,35589.71964848723,992,0,1000,0,0.0280980016104877,5.731153762770788e-6
2_10,distances_matrix,5,4.4955057092010975e-5,4.910206189379096e-5,19447.86341870264,1488,0,1000,0,0.05141953018028289,7.983939136821523e-6
2_10,Rfast,5,3.946945071220398e-6,5.159992724657059e-6,123665.02790301616,3048,0,1000,0,0.008086360525339842,6.510590735311016e-5
2_10,rcpp_serial,5,1.6129342839121819e-6,2.61492095887661e-6,234431.50982164976,2800,0,1000,0,0.004265638184733689,1.8061428044452922e-5
2_10,rcpp_parallel_8,5,2.4049077183008194e-6,4.507950507104397e-6,174645.66771349142,2800,0,1000,0,0.005725879222154617,1.812714456984783e-5
2_10,fortran_serial,5,3.747059963643551e-6,5.976064130663872e-6,146983.38671260752,744,0,1000,0,0.006803489988669753,1.5426508172065067e-5
2_10,fortran_parallel_8,5,4.208064638078213e-6,5.124951712787151e-6,169628.2006286007,744,0,1000,0,0.005895246169529855,5.5674866028903705e-6
2_10,c_fortran_serial,5,4.869070835411549e-6,5.410052835941315e-6,156327.3578034889,0,0,1000,0,0.006396832992322743,1.64456152579469e-5
2_10,c_fortran_parallel_8,5,5.420064553618431e-6,6.032059900462627e-6,139037.84643853788,0,0,1000,0,0.007192286313511431,3.6202265436156912e-6
2_10,GPUmatrix,5,3.537741722539067e-4,3.8350006798282266e-4,2495.0962491433097,23296,5.000192884054729,998,2,0.39998456987086684,3.2533835156354964e-4
2_10,parallelDist_1,5,2.3133005015552044e-5,2.4726497940719128e-5,38478.30688749334,3552,0,1000,0,0.025988669483922422,5.037050833212643e-6
2_10,parallelDist_8,5,4.85710334032774e-5,7.290602661669254e-5,13260.200791565261,3552,13.273474265831092,999,1,0.07533822569530457,1.8628814074086935e-4
2_10,stats,6,7.905066013336182e-6,8.65658512338996e-6,110170.72439393231,0,0,1000,0,0.009076821501366794,2.743059044601365e-6
2_10,proxy,6,2.0121806301176548e-4,2.154340036213398e-4,4517.945272794712,2792,4.522467740535247,999,1,0.22111821628641337,1.699213785598392e-4
2_10,proxyC,6,3.068259684368968e-4,3.3819396048784256e-4,2912.5593290211727,5112,5.8367922425274,998,2,0.3426539641804993,2.0506262165188502e-4
2_10,distances,6,2.566794864833355e-5,2.7842004783451557e-5,34252.86477152324,1536,0,1000,0,0.029194638365879655,5.784011115118386e-6
2_10,distances_matrix,6,4.6377070248126984e-5,5.014415364712477e-5,18718.23176454858,3184,18.73696873328186,999,1,0.053370425826869905,1.584419243288071e-4
2_10,Rfast,6,3.99700365960598e-6,4.368019290268421e-6,221405.78775632137,3224,0,1000,0,0.004516593762673438,1.241393069523344e-6
2_10,rcpp_serial,6,1.7330748960375786e-6,1.954031176865101e-6,412540.4111142979,2888,0,1000,0,0.002424004953354597,4.1319612334530075e-6
2_10,rcpp_parallel_8,6,2.3139873519539833e-6,3.697001375257969e-6,232899.9334969375,2888,0,1000,0,0.004293689504265785,6.444280017585241e-6
2_10,fortran_serial,6,3.797118552029133e-6,4.268600605428219e-6,209685.63104968402,1008,0,1000,0,0.004769043996930122,2.2008444787106805e-6
2_10,fortran_parallel_8,6,4.208064638078213e-6,4.553585313260555e-6,212344.02525365664,1008,0,1000,0,0.004709339002147317,1.1941652615461484e-6
2_10,c_fortran_serial,6,4.859059117734432e-6,5.320587661117315e-6,182322.9601816146,0,0,1000,0,0.005484772729687393,1.3821038103010805e-6
2_10,c_fortran_parallel_8,6,5.349982529878616e-6,5.800975486636162e-6,165197.5465573598,0,0,1000,0,0.006053358665667474,2.2919998182743805e-6
2_10,GPUmatrix,6,3.575000446289778e-4,3.897310816682875e-4,2473.283362125487,23296,4.956479683618211,998,2,0.40351219568401575,3.5074152000885397e-4
2_10,parallelDist_1,6,2.310308627784252e-5,2.4837092496454716e-5,37647.40211641457,3552,0,1000,0,0.026562257786281407,8.149225649751859e-6
2_10,parallelDist_8,6,4.4394051656126976e-5,7.28116137906909e-5,13623.30060421194,3552,0,1000,0,0.07340365077834576,6.97069348009488e-6
2_10,stats,7,8.416129276156425e-6,9.418115951120853e-6,99307.50111684216,216,0,1000,0,0.01006973278708756,4.265736169361888e-6
2_10,proxy,7,2.012280747294426e-4,2.2539310157299042e-4,4129.639862044097,3976,8.275831386861917,998,2,0.24166756263002753,2.7513609161558707e-4
2_10,proxyC,7,3.0629499815404415e-4,3.414810635149479e-4,2880.394179765631,5736,2.883277457222854,999,1,0.34682753041852266,1.5416495145515035e-4
2_10,distances,7,2.5567947886884212e-5,2.7301954105496407e-5,34798.23274497188,2008,34.833065810782664,999,1,0.02870835445355624,1.5456148299362998e-4
2_10,distances_matrix,7,4.7088018618524075e-5,5.092058563604951e-5,18673.155571697826,4344,0,1000,0,0.053552812547422945,9.359091944606627e-6
2_10,Rfast,7,4.068133421242237e-6,4.5191263779997826e-6,212404.14521096466,3432,0,1000,0,0.0047080060467123985,1.4268757231700857e-6
2_10,rcpp_serial,7,1.7230631783604622e-6,2.0640436559915543e-6,82108.6278653895,2992,0,1000,0,0.012178988079540431,3.0111606562203725e-4
2_10,rcpp_parallel_8,7,3.4171389415860176e-6,3.918074071407318e-6,223170.17101928024,2992,0,1000,0,0.00448088557459414,3.2367790774442433e-6
2_10,fortran_serial,7,3.8871075958013535e-6,6.2720500864088535e-6,158138.32680165523,1320,0,1000,0,0.00632357771974057,3.634733818046983e-6
2_10,fortran_parallel_8,7,4.2780302464962006e-6,5.010049790143967e-6,177715.8255554655,1320,0,1000,0,0.005626960890367627,2.218340319359439e-6
2_10,c_fortran_serial,7,5.049980245530605e-6,5.690963007509708e-6,169882.9725237415,0,0,1000,0,0.0058864051243290305,1.3137714802625645e-6
2_10,c_fortran_parallel_8,7,5.540088750422001e-6,6.372109055519104e-6,150441.13023866626,0,0,1000,0,0.006647118367254734,2.455562687235488e-6
2_10,GPUmatrix,7,3.53362993337214e-4,3.835599636659026e-4,2540.7516242717365,23296,5.091686621787047,998,2,0.39279715123120695,2.9019174075972626e-4
2_10,parallelDist_1,7,2.332415897399187e-5,2.4967128410935402e-5,38193.13896339732,3768,0,1000,0,0.026182713103480637,6.392966812599654e-6
2_10,parallelDist_8,7,4.6307104639708996e-5,7.261615246534348e-5,13396.587567385752,3768,13.409997564950702,999,1,0.07457122905179858,2.114496049037944e-4
2_10,stats,8,8.675968274474144e-6,9.56293661147356e-6,100064.49015618276,272,0,1000,0,0.009993555140681565,2.5302462560078846e-6
2_10,proxy,8,2.0412297453731298e-4,2.18659988604486e-4,4447.010110967713,4376,4.4514615725402535,999,1,0.2246453178813681,1.7999204850090627e-4
2_10,proxyC,8,3.048420185223222e-4,3.4304341534152627e-4,2848.74872338677,7520,5.708915277328196,998,2,0.3503292487002909,7.591616457859136e-4
2_10,distances,8,2.725201193243265e-5,2.9470596928149462e-5,32240.149098500955,1984,0,1000,0,0.031017226283438504,6.58359866071237e-6
2_10,distances_matrix,8,4.713900852948427e-5,5.262903869152069e-5,17610.626410491466,4912,17.62825466515662,999,1,0.05672711331862956,1.8603786695153433e-4
2_10,Rfast,8,4.087924025952816e-6,4.5979395508766174e-6,207492.89837466364,3672,0,1000,0,0.004819442052394152,1.4238672124869888e-6
2_10,rcpp_serial,8,1.7741695046424866e-6,2.0435545593500137e-6,306125.37273008,3112,0,1000,0,0.003266635467298329,1.561720872877953e-5
2_10,rcpp_parallel_8,8,3.466149792075157e-6,3.998109605163336e-6,207847.38475428065,3112,0,1000,0,0.004811222432181239,5.047000802251571e-6
2_10,fortran_serial,8,3.9781443774700165e-6,6.412039510905743e-6,160366.30616643946,1680,0,1000,0,0.006235723849385977,2.12141277136175e-6
2_10,fortran_parallel_8,8,4.40794974565506e-6,4.964473191648722e-6,194427.98629061758,1680,0,1000,0,0.005143292481079698,1.192958261799277e-6
2_10,c_fortran_serial,8,4.919013008475304e-6,5.440087988972664e-6,176142.7634229446,0,0,1000,0,0.005677213077433407,1.3459233867108258e-6
2_10,c_fortran_parallel_8,8,5.320180207490921e-6,6.081070750951767e-6,154460.19790224193,0,0,1000,0,0.0064741597743704915,1.973814007868935e-6
2_10,GPUmatrix,8,3.6691909190267324e-4,5.517841200344265e-4,1855.616984445986,23296,3.718671311515002,998,2,0.53782650642097,5.21694947223092e-4
2_10,parallelDist_1,8,2.525700256228447e-5,3.848259802907705e-5,27818.572031900847,3824,0,1000,0,0.035947208176366985,1.0624987306191575e-5
2_10,parallelDist_8,8,4.487403202801943e-5,7.345806807279587e-5,13521.7824595327,3824,0,1000,0,0.07395474694203585,1.1957950437387888e-5
2_10,stats,9,8.917064405977726e-6,9.938550647348166e-6,94602.37253984327,336,0,1000,0,0.010570559417828918,3.4469783979002267e-6
2_10,proxy,9,2.0451401360332966e-4,2.2260757395997643e-4,4299.221847726534,4832,8.615675045544156,998,2,0.2321350317215547,2.5669440643199414e-4
2_10,proxyC,9,3.1191506423056126e-4,3.8441154174506664e-4,2266.0156226985905,8448,4.5411134723418645,998,2,0.44042061758227646,4.4010578470125297e-4
2_10,distances,9,2.847309224307537e-5,4.773458931595087e-5,21765.049142282543,2464,0,1000,0,0.04594522132538259,1.3470924608638593e-5
2_10,distances_matrix,9,4.9724127165973186e-5,5.739805055782199e-5,14560.663241192857,6456,0,1000,0,0.06867819023318589,2.5040581051195295e-5
2_10,Rfast,9,4.317960701882839e-6,5.1800161600112915e-6,174673.95083600524,3944,0,1000,0,0.005724952090531588,3.3714967269027923e-6
2_10,rcpp_serial,9,1.9329600036144257e-6,2.483953721821308e-6,354200.70773056557,3248,0,1000,0,0.002823258051648736,5.211027614812466e-6
2_10,rcpp_parallel_8,9,3.6570709198713303e-6,4.298053681850433e-6,154190.57529408397,3248,0,1000,0,0.006485480698756874,1.961459018558763e-5
2_10,fortran_serial,9,4.237983375787735e-6,7.143011316657066e-6,137652.64102704587,2088,0,1000,0,0.007264662650413811,3.0271015907675777e-6
2_10,fortran_parallel_8,9,4.849047400057316e-6,6.4526102505624294e-6,134410.2328556878,2088,0,1000,0,0.007439909735694528,9.644791550377926e-6
2_10,c_fortran_serial,9,5.269073881208897e-6,6.151560228317976e-6,149907.71080526602,0,0,1000,0,0.0066707709338516,2.7035805239914106e-6
2_10,c_fortran_parallel_8,9,5.741138011217117e-6,6.552087143063545e-6,137485.13307837944,0,0,1000,0,0.007273513707332313,4.511416178717888e-6
2_10,GPUmatrix,9,3.575300797820091e-4,3.941740724258125e-4,2297.1583696260777,23296,4.603523786825807,998,2,0.43444980250205845,0.0010959124670247525
2_10,parallelDist_1,9,2.3604021407663822e-5,2.5588611606508493e-5,37213.13772047278,3888,0,1000,0,0.02687223011162132,6.0098559892081424e-06
2_10,parallelDist_8,9,3.9534177631139755e-5,7.713411469012499e-5,11198.564373531044,3888,11.209774147678724,999,1,0.08920786331873387,3.5848405162740445e-4
2_10,stats,10,9.72812995314598e-6,1.7122540157288313e-5,59680.12454690699,408,0,1000,0,0.016755997203290462,6.756715412937765e-6
2_10,proxy,10,2.164060715585947e-4,3.716970095410943e-4,2900.5362385010076,5344,2.903439678179187,999,1,0.34441907214932144,2.4800141273599824e-4
2_10,proxyC,10,3.3270404674112797e-4,3.5407458199188113e-4,2719.2151933835285,9672,5.44932904485677,998,2,0.36701766098849475,3.425377849588018e-4
2_10,distances,10,2.590916119515896e-5,2.8904119972139597e-5,32595.944681460212,2992,0,1000,0,0.030678662937134504,8.038202775928218e-6
2_10,distances_matrix,10,4.818115849047899e-5,5.2208080887794495e-5,17601.389587551825,7816,17.619008596147975,999,1,0.05675688246265054,1.954981246708454e-4
2_10,Rfast,10,4.2780302464962006e-6,4.6889763325452805e-6,201670.65789789395,4248,0,1000,0,0.004958579549565911,1.812108560967244e-6
2_10,rcpp_serial,10,1.9939616322517395e-6,2.2194581106305122e-6,342073.95049996936,3400,0,1000,0,0.0029233444947749376,1.6509576645986607e-5
2_10,rcpp_parallel_8,10,3.486056812107563e-6,4.0280865505337715e-6,215493.83879859388,3400,0,1000,0,0.0046405039029195905,3.279861232254927e-6
2_10,fortran_serial,10,4.217959940433502e-6,6.772985216230154e-6,153036.16427094655,2544,0,1000,0,0.0065344031900167465,2.3474505371913913e-6
2_10,fortran_parallel_8,10,4.618894308805466e-6,5.198991857469082e-6,185532.16888800112,2544,0,1000,0,0.005389900878071785,1.2307446022713995e-6
2_10,c_fortran_serial,10,5.050096660852432e-6,5.6711724027991295e-6,165902.32095251602,0,0,1000,0,0.006027643219567835,3.5395035264943357e-6
2_10,c_fortran_parallel_8,10,5.500973202288151e-6,6.141024641692638e-6,158740.92965161958,0,0,1000,0,0.00629957253113389,1.0574116112303395e-6
2_10,GPUmatrix,10,3.573100548237562e-4,3.91604145988822e-4,2471.4029204765916,23296,4.952711263480143,998,2,0.40381922014057636,3.954605528779799e-4
2_10,parallelDist_1,10,2.418400254100561e-5,2.6133551727980375e-5,35072.01593971977,3960,0,1000,0,0.0285127607639879,8.018107925788337e-6
2_10,parallelDist_8,10,4.3511041440069675e-5,7.451348938047886e-5,13364.308050330741,3960,0,1000,0,0.07482617103960365,7.516693927204086e-6
